ts,magnitudes,longitude,latitude,,
2024/1/24 0:11:22.977,1.9,78.732,41.199,,
2024/1/24 0:2:48.054,2.9,88.744,43.316,,
2024/1/24 0:1:58.833,2.7,78.527,41.119,,
2024/1/23 23:58:51.996,2.6,78.752,41.306,,
2024/1/23 23:52:4.854,2.8,78.73,41.299,,
2024/1/23 23:41:15.975,2.3,78.87,41.274,,
2024/1/23 23:36:55.712,2.6,78.611,41.094,,
2024/1/23 23:31:16.027,2.4,78.752,41.333,,
2024/1/23 23:30:19.385,4.7,83.959,40.938,,
2024/1/23 23:19:48.155,2.2,78.638,41.11,,
2024/1/23 23:9:4.582,2.8,78.791,41.308,,
2024/1/23 23:7:37.401,2.4,78.531,41.001,,
2024/1/23 22:48:21.948,2.8,78.833,41.216,,
2024/1/23 22:46:15.913,2.3,78.551,41.12,,
2024/1/23 22:41:31.296,2.1,78.573,41.147,,
2024/1/23 22:38:53.307,2.2,78.76,41.274,,
2024/1/23 22:37:43.484,2.5,78.634,41.129,,
2024/1/23 22:34:31.687,2.3,78.609,41.104,,
2024/1/23 22:30:37.131,2.1,78.761,41.309,,
2024/1/23 22:28:26.546,2.3,78.704,41.145,,
2024/1/23 22:26:47.322,2,78.569,41.085,,
2024/1/23 22:23:28.692,2.3,78.879,41.369,,
2024/1/23 22:10:55.157,2.5,77.891,40.183,,
2024/1/23 22:8:51.307,3.9,78.687,41.091,,
2024/1/23 22:8:26.513,3,78.628,41.183,,
2024/1/23 22:7:35.548,2.6,78.605,41.082,,
2024/1/23 21:59:57.659,2.7,78.582,41.208,,
2024/1/23 21:56:41.225,2.1,78.689,36.7,,
2024/1/23 21:55:10.973,2.8,78.618,41.131,,
2024/1/23 21:54:15.256,2.2,78.672,41.096,,
2024/1/23 21:47:8.474,4.1,78.625,41.163,,
2024/1/23 21:45:1.842,2.3,78.795,41.28,,
2024/1/23 21:42:44.923,2.3,78.758,41.269,,
2024/1/23 21:38:47.868,2,78.982,41.317,,
2024/1/23 21:37:33.035,2.6,78.72,41.271,,
2024/1/23 21:35:55.898,2.1,78.795,41.244,,
2024/1/23 21:26:30.279,3,78.725,41.026,,
2024/1/23 21:26:5.641,2.2,78.774,41.206,,
2024/1/23 21:23:23.456,2.1,78.763,40.886,,
2024/1/23 21:21:37.782,2.6,78.603,41.097,,
2024/1/23 21:17:17.479,2.2,78.79,41.341,,
2024/1/23 21:15:36.107,3.5,78.614,41.128,,
2024/1/23 21:13:25.134,2.3,78.57,41.115,,
2024/1/23 21:0:41.393,2,78.552,41.164,,
2024/1/23 20:52:2.856,1.9,78.641,41.166,,
2024/1/23 20:51:9.402,2.2,78.581,41.139,,
2024/1/23 20:48:29.731,3,78.723,41,,
2024/1/23 20:48:8.58,2.2,78.733,41.285,,
2024/1/23 20:45:15.323,3.1,78.637,41.171,,
2024/1/23 20:43:18.767,2.1,79.189,41.081,,
2024/1/23 20:40:21.443,2,78.764,41.266,,
2024/1/23 20:39:32.593,2.1,78.777,41.316,,
2024/1/23 20:36:52.841,2.3,78.611,41.193,,
2024/1/23 20:34:32.45,1.9,78.596,41.179,,
2024/1/23 20:31:20.931,2.3,78.863,41.269,,
2024/1/23 20:28:30.293,2.1,78.634,41.045,,
2024/1/23 20:24:53.668,3.5,78.572,41.088,,
2024/1/23 20:22:3.485,3.7,78.779,41.245,,
2024/1/23 20:18:17.622,2.7,78.635,41.076,,
2024/1/23 20:15:44.914,2.4,78.655,41.153,,
2024/1/23 20:14:19.014,2.6,78.759,41.322,,
2024/1/23 20:9:16.575,4.7,78.924,41.297,,
2024/1/23 20:6:48.468,2.4,82.368,43.594,,
2024/1/23 20:5:36.555,3.5,78.681,41.079,,
2024/1/23 19:59:57.928,3.2,78.656,41.134,,
2024/1/23 19:58:25.376,2.9,78.722,41.179,,
2024/1/23 19:57:10.209,2,78.564,41.128,,
2024/1/23 19:56:48.961,2.1,78.768,41.313,,
2024/1/23 19:52:26.319,3.2,78.91,41.301,,
2024/1/23 19:46:4.03,2.5,78.545,41.041,,
2024/1/23 19:43:15.657,2.3,75.602,39.12,,
2024/1/23 19:43:12.95,2.5,78.984,40.963,,
2024/1/23 19:39:37.328,2.8,78.866,41.297,,
2024/1/23 19:31:32.344,3.6,78.669,41.051,,
2024/1/23 19:31:5.369,2.2,78.63,41.066,,
2024/1/23 19:25:29.084,1.8,78.613,41.206,,
2024/1/23 19:24:5.533,2,78.661,41.105,,
2024/1/23 19:20:0.398,2.7,83.804,41.403,,
2024/1/23 19:18:50.625,3.2,78.626,41.316,,
2024/1/23 19:18:9.321,2.1,78.702,41.017,,
2024/1/23 19:16:8.48,1.9,78.96,40.916,,
2024/1/23 19:10:41.853,2.3,78.788,41.295,,
2024/1/23 19:6:51.277,4.2,78.876,41.307,,
2024/1/23 19:5:55.648,1.8,78.799,41.285,,
2024/1/23 18:57:34.485,2.2,78.721,41.273,,
2024/1/23 18:54:25.53,2.5,78.655,41.078,,
2024/1/23 18:52:45.636,2.4,78.671,41.5,,
2024/1/23 18:51:23.98,2.6,78.771,41.26,,
2024/1/23 18:50:32.22,2.1,78.698,41.018,,
2024/1/23 18:45:14.653,2.2,78.579,41.182,,
2024/1/23 18:42:18.687,2.5,78.907,41.469,,
2024/1/23 18:37:14.274,2,78.76,41.288,,
2024/1/23 18:29:10.916,2.8,78.953,41.44,,
2024/1/23 18:28:7.32,2.5,78.686,41.301,,
2024/1/23 18:22:50.324,2.2,78.679,40.945,,
2024/1/23 18:18:34.512,2.3,78.62,41.12,,
2024/1/23 18:17:30.437,2.4,78.616,41.103,,
2024/1/23 18:16:32.494,2.1,78.674,41.095,,
2024/1/23 18:11:50.113,2.7,78.567,41.136,,
2024/1/23 18:10:26.178,2.2,78.847,40.825,,
2024/1/23 18:9:30.574,2.4,78.77,40.984,,
2024/1/23 18:5:55.936,3.7,78.656,41.131,,
2024/1/23 18:2:43.317,1.8,78.619,40.755,,
2024/1/23 18:1:7.765,2.5,78.603,41.104,,
2024/1/23 17:54:2.603,2.4,78.803,41.225,,
2024/1/23 17:47:18.296,3.8,78.675,41.07,,
2024/1/23 17:46:54.549,1.9,78.606,41.065,,
2024/1/23 17:46:2.812,2.5,78.657,41.095,,
2024/1/23 17:41:50.845,2.1,78.908,41.367,,
2024/1/23 17:40:20.996,3.2,78.651,41.062,,
2024/1/23 17:38:34.668,2.9,78.576,41.139,,
2024/1/23 17:32:37.305,3.1,78.918,41.301,,
2024/1/23 17:24:48.565,4.3,78.813,41.312,,
2024/1/23 17:23:20.133,4.4,78.623,41.099,,
2024/1/23 17:21:31.052,2.5,78.727,41.306,,
2024/1/23 17:18:56.346,2.9,78.592,41.106,,
2024/1/23 17:18:25.857,2,78.826,40.895,,
2024/1/23 17:17:58.593,3.4,84.983,46.778,,
2024/1/23 17:17:36.365,2,78.73,41.421,,
2024/1/23 17:15:35.685,2.5,78.776,41.302,,
2024/1/23 17:13:7.326,3,78.711,41.291,,
2024/1/23 17:10:10.616,4.1,78.653,41.084,,
2024/1/23 17:7:9.585,4.7,78.678,41.09,,
2024/1/23 16:56:38.039,2.9,78.528,40.895,,
2024/1/23 16:55:14.936,2.3,78.284,40.999,,
2024/1/23 16:53:8.468,2.6,78.619,41.175,,
2024/1/23 16:47:44.674,2.5,78.428,40.978,,
2024/1/23 16:41:26.651,3,78.954,41.352,,
2024/1/23 16:39:50.617,2.3,78.754,41.354,,
2024/1/23 16:37:39.022,3,78.609,41.112,,
2024/1/23 16:35:31.451,2.5,83.748,43.951,,
2024/1/23 16:31:32.803,3.6,78.648,41.148,,
2024/1/23 16:16:19.385,2.3,78.705,40.926,,
2024/1/23 16:8:37.741,2.5,78.611,41.106,,
2024/1/23 16:5:35.48,2.5,77.961,40.766,,
2024/1/23 16:2:25.55,2.5,78.501,40.762,,
2024/1/23 15:59:5.311,1.9,78.684,41.076,,
2024/1/23 15:56:50.707,2,79.231,40.81,,
2024/1/23 15:56:1.446,2.2,78.81,41.412,,
2024/1/23 15:53:16.952,3.3,78.615,41.148,,
2024/1/23 15:52:43.419,2.2,78.538,41.088,,
2024/1/23 15:49:16.442,2.2,78.782,41.217,,
2024/1/23 15:47:27.574,2,78.799,41.252,,
2024/1/23 15:45:7.825,2.2,78.736,41.347,,
2024/1/23 15:43:59.492,2.6,78.638,41.168,,
2024/1/23 15:42:14.935,2,78.614,41.147,,
2024/1/23 15:39:40.086,2.2,78.61,41.146,,
2024/1/23 15:38:11.466,2.7,78.638,41.082,,
2024/1/23 15:33:47.013,2.4,78.53,40.964,,
2024/1/23 15:31:50.42,3.5,78.675,41.046,,
2024/1/23 15:31:9.386,2,78.664,41.181,,
2024/1/23 15:19:16.812,4.1,78.576,41.098,,
2024/1/23 15:15:56.22,3.1,78.611,41.101,,
2024/1/23 15:15:8.695,2.5,78.882,41.237,,
2024/1/23 15:12:20.061,3.4,78.574,41.099,,
2024/1/23 15:10:25.844,2.4,78.615,41.125,,
2024/1/23 15:6:36.326,3.9,78.596,41.087,,
2024/1/23 15:2:18.059,2.7,78.69,41.082,,
2024/1/23 15:0:7.279,2.1,78.572,41.223,,
2024/1/23 14:56:21.907,3.2,78.621,41.095,,
2024/1/23 14:54:49.981,3,78.979,41.432,,
2024/1/23 14:53:24.329,3.5,78.646,41.114,,
2024/1/23 14:50:37.792,3.1,78.701,41.148,,
2024/1/23 14:48:23.333,2.7,78.637,41.081,,
2024/1/23 14:47:18.67,2.1,78.53,41.036,,
2024/1/23 14:45:24.528,3.6,78.774,41.292,,
2024/1/23 14:43:43.552,2.5,78.607,41.076,,
2024/1/23 14:41:3.925,4,78.653,41.099,,
2024/1/23 14:40:51.431,2.2,78.739,41.302,,
2024/1/23 14:39:22.235,2.4,78.619,41.127,,
2024/1/23 14:38:0.815,2.4,78.625,41.112,,
2024/1/23 14:30:35.579,2.7,78.618,41.081,,
2024/1/23 14:29:7.486,2.1,78.624,41.076,,
2024/1/23 14:24:7.76,1.9,78.727,41.255,,
2024/1/23 14:22:39.691,2.3,78.599,41.155,,
2024/1/23 14:21:43.949,2.1,78.466,41.071,,
2024/1/23 14:19:57.612,3.2,78.422,41.184,,
2024/1/23 14:18:6.925,3.2,78.846,41.215,,
2024/1/23 14:17:44.037,3.4,78.634,41.085,,
2024/1/23 14:12:15.67,2.1,78.579,41.171,,
2024/1/23 14:10:34.305,2.4,78.757,41.308,,
2024/1/23 14:5:57.304,3.4,78.587,41.081,,
2024/1/23 13:54:30.324,3.1,78.64,41.116,,
2024/1/23 13:52:35.378,2.4,78.697,40.942,,
2024/1/23 13:46:10.597,3.5,78.751,41.336,,
2024/1/23 13:43:51.515,2.9,78.555,40.889,,
2024/1/23 13:40:46.956,2.3,78.758,41.322,,
2024/1/23 13:28:25.312,2.7,78.612,41.111,,
2024/1/23 13:27:44.291,2.8,78.591,41.127,,
2024/1/23 13:26:41.857,2,78.605,41.14,,
2024/1/23 13:21:57.501,3,78.554,41.122,,
2024/1/23 13:20:41.103,1.9,78.645,41.08,,
2024/1/23 13:15:35.984,2.3,78.697,40.896,,
2024/1/23 13:13:57.661,1.9,78.637,41.124,,
2024/1/23 13:10:11.257,2.3,78.379,41.431,,
2024/1/23 13:4:44.463,2,78.648,41.075,,
2024/1/23 13:2:39.204,2.4,78.578,41.125,,
2024/1/23 12:59:39.284,3.1,78.702,41.309,,
2024/1/23 12:58:2.728,3.5,78.773,41.306,,
2024/1/23 12:56:43.459,3.3,78.687,41.073,,
2024/1/23 12:55:39.182,3.2,78.511,40.998,,
2024/1/23 12:53:35.382,2.2,78.793,41.257,,
2024/1/23 12:50:50.492,2.8,78.515,41.18,,
2024/1/23 12:48:48.623,3,78.748,41.246,,
2024/1/23 12:48:4.982,2.4,78.792,41.252,,
2024/1/23 12:41:53.155,3.3,78.63,41.089,,
2024/1/23 12:40:56.358,2.4,78.698,41.074,,
2024/1/23 12:38:7.743,2.2,78.594,41.22,,
2024/1/23 12:32:25.462,2.8,78.405,41.2,,
2024/1/23 12:24:16.09,2.4,78.594,41.131,,
2024/1/23 12:21:21.612,3.6,78.755,41.188,,
2024/1/23 12:20:49.786,2,78.661,41.017,,
2024/1/23 12:18:35.621,2.7,78.738,41.342,,
2024/1/23 12:18:4.528,2.3,78.704,41.238,,
2024/1/23 12:13:30.743,3.9,78.594,41.083,,
2024/1/23 12:11:34.301,2.1,78.698,41.285,,
2024/1/23 12:6:29.804,1.9,79.07,40.86,,
2024/1/23 12:1:21.255,4.9,78.793,41.305,,
2024/1/23 11:55:16.929,2.5,78.709,41.328,,
2024/1/23 11:52:13.978,4.4,78.804,41.278,,
2024/1/23 11:50:10.713,2,78.558,41.085,,
2024/1/23 11:48:1.562,2.7,78.575,41.098,,
2024/1/23 11:47:27.363,2,78.592,41.124,,
2024/1/23 11:46:13.119,2.2,78.629,41.08,,
2024/1/23 11:45:29.623,2.9,78.616,41.103,,
2024/1/23 11:41:2.299,1.9,79.039,41.466,,
2024/1/23 11:36:53.801,3,78.486,41.106,,
2024/1/23 11:36:25.155,3.1,78.669,41.098,,
2024/1/23 11:33:57.412,3.3,78.62,41.109,,
2024/1/23 11:32:6.852,2.5,78.766,41.303,,
2024/1/23 11:25:22.153,2.9,78.949,41.265,,
2024/1/23 11:19:2.207,3.3,78.848,41.233,,
2024/1/23 11:16:56.244,3.4,78.729,41.218,,
2024/1/23 11:15:41.353,3.5,78.742,41.235,,
2024/1/23 11:14:51.29,3.1,78.617,41.098,,
2024/1/23 11:9:4.415,3.1,78.751,41.237,,
2024/1/23 11:4:35.928,3.3,78.772,41.304,,
2024/1/23 11:2:28.138,2.3,78.577,41.135,,
2024/1/23 11:0:35.027,2.7,78.598,41.216,,
2024/1/23 10:58:34.808,3.5,78.591,41.17,,
2024/1/23 10:58:8.367,3.2,78.802,40.858,,
2024/1/23 10:56:47.547,2.9,78.594,41.13,,
2024/1/23 10:49:20.042,2,78.742,41.042,,
2024/1/23 10:46:57.062,3.9,78.691,41.089,,
2024/1/23 10:41:11.656,3.2,78.633,41.107,,
2024/1/23 10:38:36.774,3.3,78.824,41.275,,
2024/1/23 10:34:9.51,2.3,78.855,40.955,,
2024/1/23 10:31:53.63,2.7,78.635,41.13,,
2024/1/23 10:30:31.737,2.7,78.675,41.114,,
2024/1/23 10:28:21.004,2.8,78.837,41.246,,
2024/1/23 10:24:54.909,2,78.616,41.122,,
2024/1/23 10:21:4.278,3.5,78.769,41.255,,
2024/1/23 10:19:3.396,2.1,78.693,41.222,,
2024/1/23 10:15:59.905,3,78.759,41.313,,
2024/1/23 10:11:22.061,4,78.571,41.126,,
2024/1/23 10:8:45.546,3.9,78.79,41.26,,
2024/1/23 10:4:8.757,2.4,78.634,41.208,,
2024/1/23 9:58:31.357,4,78.683,41.084,,
2024/1/23 9:52:55.813,3.8,78.725,41.266,,
2024/1/23 9:52:1.231,4.1,78.942,41.347,,
2024/1/23 9:48:52.221,2.7,78.613,41.103,,
2024/1/23 9:43:14.186,3.3,78.654,41.063,,
2024/1/23 9:40:16.285,3.6,87.859,37.493,,
2024/1/23 9:38:48.735,2.3,78.62,40.963,,
2024/1/23 9:36:49.574,3.8,78.412,41.081,,
2024/1/23 9:33:43.805,2.4,78.61,41.146,,
2024/1/23 9:32:25.365,2.6,78.784,40.899,,
2024/1/23 9:30:5.875,2.9,78.732,41.035,,
2024/1/23 9:29:23.647,2,78.669,41.108,,
2024/1/23 9:26:47.12,2.1,78.751,40.875,,
2024/1/23 9:18:35.729,5.3,78.829,41.21,,
2024/1/23 9:17:1.325,2.4,78.679,41.171,,
2024/1/23 9:12:44.998,2.5,78.732,41.302,,
2024/1/23 9:11:16.001,2.6,78.794,40.842,,
2024/1/23 9:9:41.076,3.5,78.571,41.062,,
2024/1/23 9:6:49.135,3,78.705,41.211,,
2024/1/23 9:5:45.332,1.9,78.608,41.243,,
2024/1/23 9:3:48.419,2.1,78.71,41.309,,
2024/1/23 9:2:38.074,2.2,78.8,40.86,,
2024/1/23 9:1:47.057,2.1,78.79,41.091,,
2024/1/23 9:1:5.028,2,78.588,41.179,,
2024/1/23 8:59:49.057,2.8,78.748,41.283,,
2024/1/23 8:58:27.055,2.2,78.728,41.168,,
2024/1/23 8:53:25.124,2.7,78.766,41.258,,
2024/1/23 8:52:10.584,1.9,78.791,41.246,,
2024/1/23 8:48:41.95,2.2,78.84,41.385,,
2024/1/23 8:46:32.083,2.6,78.657,41.106,,
2024/1/23 8:45:35.113,2.4,78.661,41.076,,
2024/1/23 8:42:42.258,2.8,78.775,41.261,,
2024/1/23 8:39:40.148,3,78.65,41.152,,
2024/1/23 8:38:6.628,2.6,78.748,41.166,,
2024/1/23 8:34:45.989,3,78.655,41.126,,
2024/1/23 8:29:59.296,2.5,78.614,41.085,,
2024/1/23 8:28:36.346,2.2,78.86,41.313,,
2024/1/23 8:26:14.194,2.3,79.001,40.936,,
2024/1/23 8:22:27.582,3.9,78.906,41.262,,
2024/1/23 8:21:35.009,3,78.44,41.233,,
2024/1/23 8:19:14.675,2.3,78.597,41.17,,
2024/1/23 8:16:22.302,2.2,78.459,40.729,,
2024/1/23 8:12:38.402,4.6,78.61,41.101,,
2024/1/23 8:11:41.328,2.6,78.607,41.094,,
2024/1/23 8:6:49.376,3.8,78.588,41.089,,
2024/1/23 8:5:8.144,3.2,78.703,41.073,,
2024/1/23 7:56:19.023,4.6,78.603,41.094,,
2024/1/23 7:55:30.398,4.6,78.594,41.085,,
2024/1/23 7:53:58.141,2.5,78.757,41.35,,
2024/1/23 7:53:16.995,2.7,78.742,41.289,,
2024/1/23 7:51:3.369,4,78.732,41.295,,
2024/1/23 7:48:41.504,3.2,78.686,41.089,,
2024/1/23 7:47:4.608,2.6,78.623,41.078,,
2024/1/23 7:46:15.793,3.1,78.745,41.102,,
2024/1/23 7:43:59.875,3,78.671,41.109,,
2024/1/23 7:41:15.954,2.7,78.651,41.118,,
2024/1/23 7:38:35.22,3.1,78.66,41.059,,
2024/1/23 7:34:44.079,2.4,78.59,41.211,,
2024/1/23 7:32:41.752,3.3,78.749,41.158,,
2024/1/23 7:32:21.917,2.1,78.802,41.337,,
2024/1/23 7:19:17.906,5.4,78.719,41.214,,
2024/1/23 7:18:14.602,2.5,78.545,41.123,,
2024/1/23 7:16:48.815,2.8,78.645,41.124,,
2024/1/23 7:15:40.773,2.4,78.754,41.319,,
2024/1/23 7:13:25.525,3.5,78.646,40.886,,
2024/1/23 7:9:49.711,3,78.892,41.331,,
2024/1/23 7:8:4.545,2.7,78.657,41.137,,
2024/1/23 7:5:25.974,3,78.596,41.183,,
2024/1/23 7:3:24.99,4.5,78.821,41.296,,
2024/1/23 7:2:35.987,2.2,78.657,41.123,,
2024/1/23 6:56:39.187,4.1,78.618,41.101,,
2024/1/23 6:55:17.204,2.8,78.634,41.121,,
2024/1/23 6:54:57.17,2.2,78.523,41.318,,
2024/1/23 6:53:30.168,2.5,78.773,40.855,,
2024/1/23 6:48:11.227,2.5,78.659,41.15,,
2024/1/23 6:46:32.962,2.7,78.758,41.209,,
2024/1/23 6:44:12.145,3.2,78.633,41.177,,
2024/1/23 6:43:56.853,2.7,78.591,41.17,,
2024/1/23 6:42:22.87,2.8,78.598,41.091,,
2024/1/23 6:40:24.911,4,78.661,41.048,,
2024/1/23 6:39:26.182,3.4,78.879,40.681,,
2024/1/23 6:37:14.342,3.2,78.574,41.138,,
2024/1/23 6:36:29.014,3.4,78.808,41.302,,
2024/1/23 6:33:49.684,3.5,78.664,41.113,,
2024/1/23 6:32:45.991,2.7,78.563,41.089,,
2024/1/23 6:31:42.007,3.1,78.653,41.135,,
2024/1/23 6:24:15.295,3.4,78.897,41.222,,
2024/1/23 6:19:58.376,4.4,78.62,41.065,,
2024/1/23 6:14:53.928,2.8,78.832,41.293,,
2024/1/23 6:13:33.021,2.8,78.612,41.138,,
2024/1/23 6:11:52.879,3,78.659,41.172,,
2024/1/23 6:11:0.281,3.4,78.979,41.491,,
2024/1/23 6:8:56.486,3.9,78.748,41.271,,
2024/1/23 6:7:3.724,2.1,78.536,41.175,,
2024/1/23 6:5:16.224,2.2,78.611,41.168,,
2024/1/23 6:4:24.737,2.9,78.696,41.347,,
2024/1/23 6:0:36.406,3.6,78.595,41.076,,
2024/1/23 5:57:23.016,2,78.763,41.232,,
2024/1/23 5:54:43.779,2.9,79.144,41.035,,
2024/1/23 5:50:45.15,3.8,78.748,41.271,,
2024/1/23 5:49:13.353,4.3,78.62,41.109,,
2024/1/23 5:40:53.638,3.9,78.682,41.092,,
2024/1/23 5:38:26.63,4.3,78.826,41.268,,
2024/1/23 5:36:36.526,2.5,78.784,41.354,,
2024/1/23 5:32:46.193,2.9,78.761,41.103,,
2024/1/23 5:30:6.98,3,78.509,41.169,,
2024/1/23 5:29:38.173,3.1,78.662,41.146,,
2024/1/23 5:25:40.542,3.5,78.646,41.082,,
2024/1/23 5:23:46.263,2.9,78.632,40.999,,
2024/1/23 5:21:2.534,3.6,78.611,41.105,,
2024/1/23 5:19:21.179,3,78.723,41.02,,
2024/1/23 5:16:33.944,4.6,78.597,41.116,,
2024/1/23 5:12:40.587,3.6,78.539,41.135,,
2024/1/23 5:9:22.607,2.8,78.613,41.147,,
2024/1/23 5:7:36.454,2.6,78.564,40.843,,
2024/1/23 5:3:19.589,2.8,78.629,41.177,,
2024/1/23 5:0:45.107,2.8,78.68,41.167,,
2024/1/23 4:51:32.861,3.3,78.687,41.08,,
2024/1/23 4:47:46.908,3,78.753,41.185,,
2024/1/23 4:46:41.426,2.6,78.597,41.182,,
2024/1/23 4:43:35.262,3.6,78.709,40.895,,
2024/1/23 4:41:2.907,3.2,78.71,41.1,,
2024/1/23 4:32:7.355,2.9,78.532,40.973,,
2024/1/23 4:30:48.538,3.1,78.617,41.055,,
2024/1/23 4:29:25.802,5,78.703,41.103,,
2024/1/23 4:27:14.385,3.2,78.533,41.048,,
2024/1/23 4:25:15.872,3.9,78.619,41.145,,
2024/1/23 4:21:39.312,3.4,78.622,41.093,,
2024/1/23 4:18:52.009,3.7,78.638,41.081,,
2024/1/23 4:17:31.505,3.2,78.649,41.152,,
2024/1/23 4:16:8.979,2.3,79.094,40.798,,
2024/1/23 4:14:18.155,3.6,78.656,41.158,,
2024/1/23 4:13:34.992,2.9,78.802,41.291,,
2024/1/23 4:12:32.083,2.4,78.589,41.119,,
2024/1/23 4:10:47.044,3.3,78.614,41.104,,
2024/1/23 4:8:46.778,3.9,78.658,41.095,,
2024/1/23 4:7:21.335,3.5,78.671,41.189,,
2024/1/23 4:2:55.236,3.4,78.577,41.073,,
2024/1/23 3:59:52.86,3.9,78.642,41.091,,
2024/1/23 3:58:47.089,3.3,78.538,41.074,,
2024/1/23 3:56:42.632,3.5,78.703,40.881,,
2024/1/23 3:55:46.466,3.3,78.231,40.855,,
2024/1/23 3:55:4.691,3.4,78.643,41.204,,
2024/1/23 3:54:38.611,2.4,78.817,41.181,,
2024/1/23 3:51:44.529,3.5,78.6,41.263,,
2024/1/23 3:49:47.299,3.3,78.638,41.173,,
2024/1/23 3:45:32.012,3.1,78.702,41.274,,
2024/1/23 3:43:59.806,2.9,78.617,41.194,,
2024/1/23 3:42:27.414,3.5,78.711,41.242,,
2024/1/23 3:40:35.011,4.2,78.619,41.1,,
2024/1/23 3:36:37.135,5.5,78.655,41.108,,
2024/1/23 3:30:32.869,3.9,78.833,41.222,,
2024/1/23 3:28:18.153,3.1,78.618,41.275,,
2024/1/23 3:24:32.266,2.9,78.616,41.06,,
2024/1/23 3:22:24.755,3.7,78.739,41.253,,
2024/1/23 3:22:0.149,3.4,78.548,41.173,,
2024/1/23 3:21:10.386,3.8,78.6,41.078,,
2024/1/23 3:20:18.478,4.4,78.717,41.276,,
2024/1/23 3:18:31.826,3.2,78.7,41.239,,
2024/1/23 3:17:9.064,3.8,78.978,40.873,,
2024/1/23 3:16:44.983,3.2,78.634,41.096,,
2024/1/23 3:14:1.1,4,78.661,41.104,,
2024/1/23 3:8:51.867,3.3,78.831,41.231,,
2024/1/23 3:6:27.155,3.2,78.077,41.001,,
2024/1/23 3:1:20.284,3.2,78.621,41.144,,
2024/1/23 3:0:7.379,3.9,78.881,41.37,,
2024/1/23 2:58:45.296,3.4,78.57,41.19,,
2024/1/23 2:50:43.091,5,78.749,41.273,,
2024/1/23 2:49:28.848,3.9,78.793,41.238,,
2024/1/23 2:48:59.603,3.5,78.822,41.219,,
2024/1/23 2:48:12.024,3.3,78.832,41.301,,
2024/1/23 2:46:45.456,4.2,78.59,41.077,,
2024/1/23 2:45:51.915,3.6,78.837,41.195,,
2024/1/23 2:42:33.045,5.5,78.758,41.286,,
2024/1/23 2:36:32.223,4.5,78.898,41.298,,
2024/1/23 2:32:40.273,4.9,78.525,41.036,,
2024/1/23 2:30:7.617,4.2,78.598,41.114,,
2024/1/23 2:29:21.482,4.5,78.682,41.081,,
2024/1/23 2:27:21.562,4.6,78.645,41.14,,
2024/1/23 2:22:33.228,3.5,78.711,41.188,,
2024/1/23 2:21:51.009,3.4,78.611,41.063,,
2024/1/23 2:20:6.994,3.5,79,40.968,,
2024/1/23 2:17:6.74,4.3,78.567,41.161,,
2024/1/23 2:16:24.167,4.2,78.146,41.18,,
2024/1/23 2:14:13.31,5.4,78.63,41.184,,
2024/1/23 2:9:3.706,7.2,78.621,41.274,,
